maydon,xonalar,joylashuv,yoshi,narxi
77,5,shahar_cheti,81,534338.0196811561
64,5,markaz,62,818024.677639269
64,2,markaz,2,661781.7856738066
31,2,shahar_cheti,7,225669.59441322472
32,4,qishloq,94,168778.31975726163
106,5,shahar_cheti,72,641954.6948970816
64,6,shahar_cheti,80,518230.64896564285
139,3,markaz,1,1813788.8306485305
77,5,markaz,9,1123269.6459243791
78,5,qishloq,12,460725.57881833514
55,2,qishloq,25,314365.2678519835
93,1,markaz,4,1028811.9431958076
56,1,markaz,100,562195.2943473179
180,4,shahar_cheti,96,1253463.0029535454
164,6,shahar_cheti,11,1461872.1917188123
195,3,shahar_cheti,88,1417141.1969708737
166,6,markaz,1,1708214.00210742
161,3,shahar_cheti,27,1046577.2106335838
78,1,shahar_cheti,98,585128.7970076508
92,1,qishloq,57,485902.74682972167
86,6,markaz,89,1258341.9358566569
68,5,qishloq,49,368357.2196287104
135,2,shahar_cheti,5,1204073.928123702
44,1,qishloq,63,259590.94934665112
56,1,qishloq,29,318497.0281231806
167,2,markaz,41,2325186.644200466
125,3,shahar_cheti,8,799751.970739
64,1,markaz,26,685871.6771095296
50,5,qishloq,93,291575.8312098439
55,6,qishloq,46,307867.0413264398
86,2,markaz,17,1218515.6377419985
43,6,qishloq,43,252838.4684543172
187,3,markaz,55,2009608.79493014
48,6,shahar_cheti,52,324866.19261998084
87,2,qishloq,18,485078.9434476893
132,2,qishloq,38,688678.6227464639
34,1,markaz,3,412674.1009386145
124,4,qishloq,50,577987.6515001495
185,3,markaz,100,1919562.9252878542
87,2,qishloq,91,459247.35993693944
164,4,markaz,37,1913290.1405663574
155,6,qishloq,53,855948.7373434291
184,4,qishloq,28,1039710.499690518
162,1,shahar_cheti,89,1356056.9632591496
38,2,shahar_cheti,80,264360.5349788904
101,3,shahar_cheti,12,689116.1359169382
99,1,shahar_cheti,88,756512.5305270052
141,1,markaz,87,1432572.0992448535
133,1,shahar_cheti,76,1120909.7817927022
52,5,markaz,22,677097.7142449913
79,3,qishloq,49,427659.81677541614
157,1,shahar_cheti,8,1025844.6925431895
61,1,qishloq,63,285563.76737926825
158,6,shahar_cheti,47,1405165.153295025
44,2,qishloq,100,240393.22366903868
58,2,qishloq,42,342340.9562343169
193,3,shahar_cheti,46,1431974.1747458663
155,1,shahar_cheti,8,1349516.9286815522
50,5,qishloq,5,268124.01821581734
61,3,qishloq,74,289074.5905956635
134,3,qishloq,54,713775.1993634346
65,5,qishloq,80,384898.82112461183
122,2,markaz,21,1643843.9624113669
114,4,qishloq,88,660436.4425076288
186,3,markaz,18,1964714.536904936
172,6,markaz,79,2392332.273570212
31,4,markaz,38,330750.54851345153
56,4,qishloq,12,228731.24114198543
59,3,qishloq,3,319008.81312582304
113,3,shahar_cheti,28,944062.1555099189
84,6,qishloq,21,445667.8887100443
192,6,shahar_cheti,12,1612264.5594876453
126,5,shahar_cheti,57,899988.4448564535
40,5,shahar_cheti,60,261011.6499524676
182,2,markaz,73,2692388.757179228
198,2,shahar_cheti,31,1562177.3627054815
186,6,shahar_cheti,31,1394388.0414009453
56,3,qishloq,51,292413.58783317346
95,4,qishloq,50,403858.85213730304
182,1,markaz,98,2064229.7573755186
76,5,qishloq,14,415872.03212691256
56,6,qishloq,71,279753.0117030016
48,6,qishloq,97,200009.54477273126
182,1,shahar_cheti,79,1316600.222571488
32,4,qishloq,90,135136.998040346
56,4,shahar_cheti,55,411095.3005360217
160,3,qishloq,27,889091.2508085115
91,3,shahar_cheti,49,742783.666144669
186,2,markaz,59,2068842.9930548775
112,6,qishloq,13,664061.3734756869
86,4,shahar_cheti,53,620957.247367235
47,3,shahar_cheti,61,334188.46853257116
122,2,shahar_cheti,98,1084708.5756205535
76,6,shahar_cheti,25,506337.3560426751
100,2,qishloq,45,569545.6703792908
77,3,shahar_cheti,84,539973.441948179
192,6,qishloq,57,992102.059788473
95,3,shahar_cheti,69,574966.5816320191
170,6,markaz,59,1811984.3734109048
80,4,markaz,19,969066.287609368
71,1,qishloq,20,344450.9272725723
96,3,shahar_cheti,82,641267.4287032324
47,6,qishloq,29,193721.92305881748
162,2,markaz,80,1846305.6713042737
87,3,qishloq,41,464435.50721529976
94,3,shahar_cheti,12,753741.782641727
101,3,markaz,81,1231594.6092766451
43,2,shahar_cheti,77,296415.9584558364
68,1,qishloq,4,276383.532588402
92,5,shahar_cheti,70,556840.0219886228
135,6,shahar_cheti,40,1071846.7567756332
74,3,markaz,27,869824.5651295474
45,4,qishloq,43,252391.7876768886
116,3,qishloq,1,549941.120039318
108,2,markaz,95,1254553.123968891
95,5,qishloq,13,469482.32043235423
130,4,qishloq,91,707497.639748649
116,5,markaz,38,1647739.6813891814
130,1,shahar_cheti,1,1163517.8528683998
38,1,markaz,86,481952.3824815364
81,5,qishloq,27,374591.2388172366
157,5,qishloq,91,808844.0711530758
37,5,qishloq,23,202111.8170740997
35,5,qishloq,89,196232.46460328624
176,2,qishloq,67,1033166.1532309651
74,1,markaz,43,878855.8928551351
152,1,shahar_cheti,80,1092102.2279733648
62,4,shahar_cheti,16,495612.1477677051
154,5,markaz,90,1746556.616334596
164,2,qishloq,46,835579.2208722667
177,1,shahar_cheti,94,1544887.1196446149
69,3,markaz,41,817994.3567654935
176,1,shahar_cheti,21,1372659.595803349
43,6,qishloq,3,180848.26645666192
54,2,markaz,50,668166.7917537758
63,3,markaz,42,889181.2111842068
62,2,qishloq,96,371168.0229917586
31,6,markaz,66,384659.26316624676
66,3,markaz,69,873077.9070793467
41,6,shahar_cheti,54,339861.5427503094
128,1,shahar_cheti,75,770988.8795532831
197,2,markaz,44,2824163.465977073
153,6,shahar_cheti,40,1004639.1771958296
71,3,shahar_cheti,82,552546.1251331375
68,2,markaz,34,976393.9142690899
183,4,shahar_cheti,11,1260695.257549388
123,2,qishloq,67,540231.4049260755
166,4,qishloq,97,738595.267002702
146,1,shahar_cheti,42,1069546.0043571466
124,6,shahar_cheti,24,916679.0044597305
147,3,qishloq,83,625929.6915690708
134,1,markaz,99,1459873.7665089436
67,3,qishloq,83,321118.31722655386
109,5,markaz,47,1400667.8190880723
47,3,shahar_cheti,69,308439.49964274024
38,2,qishloq,69,167188.27543673394
130,4,markaz,29,1621794.4026229575
108,1,markaz,26,1281649.7874006126
36,1,markaz,30,516151.78198404855
70,4,shahar_cheti,97,529943.3033891338
37,2,qishloq,82,156416.75253179556
145,6,shahar_cheti,10,1181201.8345925442
117,2,shahar_cheti,43,908354.2303890629
160,3,qishloq,52,911477.9156190929
100,5,markaz,92,1212750.0152714283
148,4,qishloq,75,782745.91623416
105,2,qishloq,7,457355.8823509757
106,5,shahar_cheti,50,762629.780422769
39,6,markaz,13,555196.9989122599
96,1,qishloq,82,488037.8933340537
192,4,shahar_cheti,78,1467479.9584539474
188,3,markaz,56,2231127.9449516125
171,5,qishloq,51,999551.414282418
82,4,shahar_cheti,58,675935.7167525126
125,6,shahar_cheti,70,990895.5424982985
152,6,qishloq,97,769307.9759687773
59,6,qishloq,45,276410.57757472456
175,2,shahar_cheti,79,1221256.1030077708
54,2,qishloq,30,297836.1356571521
172,2,markaz,60,2067315.5307083295
64,4,markaz,88,947717.146313028
150,3,qishloq,88,893937.4944252671
150,6,shahar_cheti,33,1244155.5897333845
61,3,shahar_cheti,71,366081.00657312054
65,3,shahar_cheti,58,411256.4017273643
145,6,markaz,81,2148126.9415785223
92,2,shahar_cheti,1,658040.6262809065
184,1,shahar_cheti,74,1367745.754071812
72,5,markaz,73,808125.1209066606
127,5,markaz,21,1500076.5883896456
113,3,qishloq,47,520768.93869903195
189,4,markaz,91,2412876.908777187
43,4,markaz,3,491728.3412653191
88,2,markaz,96,1267878.5091750938
187,2,markaz,50,2731644.021210732
99,2,markaz,43,1260133.4772505094
49,6,qishloq,30,284196.20783221605
57,2,qishloq,17,235739.42718029508
174,6,markaz,71,2137828.7403946426
106,1,markaz,37,1444240.737683724
97,5,shahar_cheti,36,761522.312549964
77,6,markaz,49,935167.8724702526
108,6,markaz,85,1456872.4312028603
193,5,markaz,32,2421366.3437745534
190,4,shahar_cheti,92,1684124.1900714578
46,2,qishloq,55,266837.1512638778
103,4,qishloq,24,579057.3486506485
49,5,markaz,92,681791.1454161645
64,6,qishloq,32,257952.1250308143
82,4,shahar_cheti,55,605128.2397588381
69,4,qishloq,96,405329.7256026632
173,1,markaz,2,2282181.460113162
145,3,shahar_cheti,21,1107253.0008788141
121,1,markaz,81,1634716.194244758
174,5,qishloq,57,914505.2176840553
50,5,markaz,64,677998.1818339906
150,2,markaz,72,2207332.3998544477
147,4,qishloq,81,817265.7851488279
188,1,qishloq,11,1056780.5752358246
60,2,markaz,89,841192.4618859134
142,6,qishloq,51,741299.9579981557
177,3,shahar_cheti,10,1219215.2335355596
147,1,shahar_cheti,88,1169141.2591570327
93,4,markaz,54,1042956.7645266186
178,3,markaz,87,2230498.915190318
30,5,qishloq,5,131647.06857011764
52,6,qishloq,26,279368.3298700902
40,5,markaz,81,401177.7622245853
91,1,shahar_cheti,9,564023.5979099438
165,5,markaz,43,2115173.149213522
80,6,shahar_cheti,45,617344.2461972433
132,1,qishloq,22,661561.6624160389
38,4,markaz,95,433696.8227095009
181,5,markaz,47,2443867.996674177
88,2,qishloq,9,412761.25420303823
87,1,shahar_cheti,67,565929.0502374455
68,1,markaz,94,938682.9719444866
159,2,qishloq,46,851913.1002212225
132,5,qishloq,67,736929.0258576395
74,6,qishloq,14,396438.8444438183
44,1,qishloq,61,251851.83563881004
63,2,qishloq,80,344330.25379132543
37,3,qishloq,86,174396.92605123538
50,3,markaz,32,629884.8367606073
160,2,qishloq,82,660210.5276318453
42,6,shahar_cheti,4,356832.21228760557
184,6,qishloq,40,987517.6252983207
42,5,shahar_cheti,52,282670.7667320766
45,1,qishloq,83,186248.52685499596
63,3,qishloq,38,286420.13647503796
59,3,markaz,80,605188.9094449955
104,2,qishloq,41,486942.0269780849
170,3,shahar_cheti,98,1258769.2816540077
94,2,shahar_cheti,18,615946.6165393133
46,5,shahar_cheti,14,360056.55761904496
84,2,shahar_cheti,32,573192.0733215907
154,4,markaz,14,2265488.907357169
113,1,markaz,69,1465843.1152537302
156,6,qishloq,96,672372.9553720133
169,6,shahar_cheti,87,1056710.3944484696
87,1,qishloq,89,506718.92275769217
74,5,qishloq,81,349318.01653862785
126,3,markaz,35,1298712.5338971284
175,4,qishloq,79,774960.2782895237
138,6,qishloq,23,562841.5761902666
169,3,shahar_cheti,28,1419180.9603250516
160,3,markaz,35,1999070.2538037607
92,3,shahar_cheti,34,678294.2254853438
149,5,shahar_cheti,74,1088753.4633100529
71,4,shahar_cheti,45,569610.0713989242
44,4,shahar_cheti,15,334123.06293004466
73,1,shahar_cheti,87,458899.76219765074
61,5,qishloq,63,360369.72784817504
30,3,markaz,44,327685.77643625176
183,5,markaz,74,2547050.4803384817
136,3,markaz,54,1745642.8871957003
146,6,shahar_cheti,9,1290344.9361407082
134,6,qishloq,56,604656.9001932066
58,6,markaz,19,862212.0451562795
192,1,qishloq,12,822959.5834149437
58,6,qishloq,56,239661.4623213986
55,1,shahar_cheti,14,386326.6936671314
58,6,shahar_cheti,56,419731.09079510416
177,3,markaz,70,2230906.9294631877
162,2,shahar_cheti,64,1409828.4140050677
99,1,shahar_cheti,39,734778.463384174
43,5,shahar_cheti,9,306365.961403351
156,1,shahar_cheti,71,1327410.2658677667
50,5,markaz,68,593331.170563654
134,3,markaz,94,1356431.3440667582
170,1,shahar_cheti,30,1498213.0248559786
111,6,shahar_cheti,74,803589.979549794
160,3,qishloq,8,792992.6985051568
155,3,markaz,55,2319383.4331708513
176,1,markaz,32,1838760.428871484
58,5,markaz,84,772195.1500334732
45,3,markaz,95,487633.65255637636
171,4,shahar_cheti,63,1238788.273666793
131,4,shahar_cheti,65,883796.4129923885
190,1,qishloq,5,892884.2194063469
191,5,markaz,42,2487905.9077831074
91,4,shahar_cheti,62,568795.4706121061
103,5,qishloq,59,543311.6949410205
128,5,qishloq,100,572023.9365054081
125,5,qishloq,8,699785.1259923634
121,6,shahar_cheti,75,885468.9927452125
131,2,qishloq,31,709260.2472989162
160,3,shahar_cheti,1,975957.7485249816
81,3,markaz,1,885593.5201594492
170,4,qishloq,81,817193.9379118398
89,5,markaz,57,1242066.3520915252
46,5,qishloq,43,200382.2822101996
173,3,markaz,55,2447812.9819129007
70,6,shahar_cheti,89,607702.3166701236
74,2,shahar_cheti,59,634193.8158177263
145,4,qishloq,79,718818.6967503111
137,5,qishloq,37,625215.3772696687
134,1,markaz,22,1593900.6661223294
167,2,shahar_cheti,88,1063692.4694036895
104,6,shahar_cheti,71,922758.0261247514
90,3,markaz,42,926855.6687248308
200,1,qishloq,25,1134945.1055881593
135,4,qishloq,91,586774.8444116238
114,5,qishloq,44,627812.0867771041
59,5,shahar_cheti,48,523798.2436918588
67,5,markaz,32,720932.0913039501
130,5,markaz,57,1433703.516280269
69,4,qishloq,41,294447.7086722475
136,3,shahar_cheti,44,1000059.5920299646
119,6,markaz,75,1667189.5734869682
111,4,shahar_cheti,50,865077.9890568082
53,5,markaz,70,631808.0087244826
40,3,shahar_cheti,89,342776.0894825972
167,3,shahar_cheti,13,1040486.9432099126
151,3,shahar_cheti,59,1190378.6873768917
56,1,qishloq,88,280375.5118622261
155,3,qishloq,14,808041.7619806011
172,2,shahar_cheti,29,1071776.325458731
52,2,qishloq,89,300710.85001466016
134,3,markaz,53,1772570.2631103385
199,6,markaz,60,2465892.8419486242
41,5,markaz,82,603074.3649017792
173,3,markaz,34,2040748.225904202
89,3,shahar_cheti,22,579012.9475747874
74,1,markaz,70,741024.7525116607
148,3,qishloq,36,850899.2417912512
100,1,markaz,50,1475025.7672869307
196,1,shahar_cheti,90,1737763.8326216291
107,6,qishloq,74,511679.1192411467
195,2,qishloq,65,992948.0006492746
123,4,qishloq,87,580291.9148884286
91,1,shahar_cheti,99,604757.6604225816
172,5,markaz,96,2260770.174535135
164,1,markaz,69,2111616.589128152
156,2,shahar_cheti,41,1356550.864404746
69,2,qishloq,42,304848.82041001477
41,6,markaz,46,577605.043030442
53,4,markaz,83,599964.1154549918
166,3,qishloq,68,951553.433631686
72,4,qishloq,82,333902.0204870244
127,3,markaz,30,1821599.0092476776
198,2,qishloq,65,932295.0933862133
75,4,qishloq,68,304081.8663941065
57,5,qishloq,95,248893.75091406488
164,6,qishloq,15,802378.2345624558
100,5,markaz,86,1391316.7835020446
33,3,markaz,15,493573.99848194607
54,2,qishloq,86,291442.2840740287
118,5,qishloq,33,583247.5183104463
151,4,markaz,16,2010559.1685156352
69,2,markaz,93,706546.0712240587
99,4,markaz,53,1063200.0509118885
94,2,markaz,76,1101496.1664425004
88,4,markaz,16,1005304.2391362458
141,6,markaz,27,1519417.021699166
193,2,markaz,6,2877859.639375317
102,2,qishloq,6,529520.5269395558
186,1,qishloq,100,1024048.8396113912
81,2,qishloq,48,339785.17038980307
67,3,qishloq,19,369104.72133291874
51,3,shahar_cheti,53,425111.9618597707
92,4,markaz,88,1072624.4765125504
124,6,shahar_cheti,23,1012841.7245577084
156,5,shahar_cheti,84,951160.3381728064
31,5,qishloq,40,132984.90167292106
144,2,shahar_cheti,28,947009.8560121001
58,2,markaz,79,869555.8818330658
124,4,qishloq,13,717267.9682884774
117,2,qishloq,58,677417.077915733
57,3,shahar_cheti,12,493410.14360684773
112,2,qishloq,91,523980.8477061742
72,2,markaz,33,878435.789180103
49,1,markaz,100,584039.2396115807
34,2,shahar_cheti,24,227318.68734581978
109,5,shahar_cheti,37,713444.6718478979
57,5,markaz,90,657486.1860266343
159,5,qishloq,33,773519.531896502
154,6,qishloq,1,686105.2998968441
164,5,markaz,55,2422600.0911027435
46,2,qishloq,66,242693.92915754928
56,1,qishloq,94,270428.8995412939
173,4,shahar_cheti,45,1500712.0742308472
153,1,markaz,28,1668320.6782244607
92,4,shahar_cheti,40,684122.8110238842
49,1,shahar_cheti,85,440249.86579242855
88,4,markaz,36,1043811.327250641
55,6,shahar_cheti,95,401116.01355920685
107,5,markaz,14,1258326.3653690224
82,3,shahar_cheti,98,572084.4476832725
100,4,qishloq,46,458455.4148358295
71,2,shahar_cheti,10,541670.3183876234
92,3,shahar_cheti,25,677513.2196486781
56,2,shahar_cheti,25,367865.8334549218
138,2,markaz,59,1719286.4848184816
45,2,shahar_cheti,59,403000.43450245843
79,3,qishloq,84,469395.4923760871
52,5,qishloq,63,297193.85669057304
106,5,markaz,41,1565453.629680646
43,2,markaz,49,532903.3899559496
47,1,qishloq,26,261460.7647918393
129,3,qishloq,29,706060.8479932077
199,4,markaz,36,2447815.759805733
162,5,markaz,19,1792566.1526307482
193,4,qishloq,25,1041595.3861560985
57,6,markaz,1,676244.2613044288
146,3,markaz,39,1784779.627872719
35,6,markaz,100,493982.0560810452
43,3,shahar_cheti,6,280693.78920226725
142,2,qishloq,52,666580.7079452801
55,1,qishloq,87,243691.80397304572
153,4,qishloq,80,737178.3910505688
86,4,shahar_cheti,70,671883.6803939356
169,6,shahar_cheti,17,1233003.2506197635
193,5,markaz,3,1992823.731270364
70,6,shahar_cheti,9,489090.29256487935
77,5,shahar_cheti,31,638803.5099033472
91,6,markaz,61,1090031.488828566
53,3,qishloq,41,253218.63164536466
52,5,markaz,68,663174.7761910809
199,3,qishloq,15,1174305.090932562
170,1,markaz,55,2254616.847861627
59,3,markaz,80,688319.4815755604
51,1,markaz,9,561452.615940819
144,4,markaz,77,1494268.1233968951
37,3,shahar_cheti,42,270939.18340405746
75,1,shahar_cheti,44,634525.2277175331
138,4,qishloq,11,732429.9594720218
79,3,markaz,35,1112563.4621542492
127,3,markaz,78,1724986.2857901435
161,3,markaz,99,2407582.8556418144
45,5,qishloq,9,215993.2122821314
106,1,markaz,27,1252855.7335794624
178,1,markaz,42,1891681.6253232462
72,4,qishloq,50,335895.84313225537
157,6,qishloq,45,889577.3312267283
122,3,markaz,52,1798708.361502706
44,2,shahar_cheti,15,383043.0847197569
114,1,markaz,65,1396408.3242487793
70,2,qishloq,96,294540.325353333
198,1,qishloq,91,951289.7426869214
142,4,shahar_cheti,19,1044992.2899436225
171,3,shahar_cheti,26,1410363.290695723
151,3,shahar_cheti,67,958995.1492015797
93,6,qishloq,60,465792.92055997974
30,1,qishloq,80,167297.78563796633
107,2,shahar_cheti,92,742682.6916421533
91,3,markaz,92,1048539.8508672848
136,2,qishloq,93,684344.6060524544
179,3,qishloq,78,899242.2789813372
132,1,shahar_cheti,97,1180215.7544938761
52,6,shahar_cheti,68,406217.2772444079
165,3,qishloq,38,900953.7740086764
98,3,qishloq,49,451078.0190592459
63,2,qishloq,60,258644.67586180224
104,3,markaz,70,1219651.058806993
70,2,shahar_cheti,68,606154.2240895664
121,1,qishloq,20,594235.7994971819
73,5,qishloq,60,331796.3999163045
57,3,shahar_cheti,64,362432.2427292868
92,5,shahar_cheti,44,592445.8236778583
34,4,markaz,44,470986.21339309245
151,2,markaz,93,1719004.6805967488
91,2,qishloq,59,415050.19789389643
174,2,shahar_cheti,17,1165593.654289165
193,1,shahar_cheti,95,1320464.2386187348
53,2,shahar_cheti,14,475253.9884084804
134,5,qishloq,79,605604.1655538429
177,1,markaz,4,2464023.2726055337
109,5,qishloq,78,503126.21532282466
199,6,markaz,15,2076805.829324862
116,6,qishloq,72,635960.9666595275
117,2,markaz,16,1711815.610394264
53,5,qishloq,17,282040.48603541206
83,3,markaz,44,1219945.6985063897
75,4,qishloq,22,312639.29057493113
195,2,shahar_cheti,69,1563494.1134305582
190,1,shahar_cheti,6,1386383.1025751599
112,6,shahar_cheti,84,983343.2444013009
44,1,markaz,34,608839.090023356
128,3,markaz,57,1478790.2853577954
54,1,markaz,24,597536.0483481084
181,4,markaz,23,2414342.121647741
200,1,shahar_cheti,20,1466592.9400160622
155,4,markaz,32,1807427.7671277013
194,1,markaz,80,2004016.157414861
103,5,shahar_cheti,90,628552.8632046804
50,1,markaz,52,525430.2585679756
121,5,shahar_cheti,23,872971.2995706444
190,5,markaz,28,2627275.4174776175
62,2,shahar_cheti,71,385692.9904353013
130,5,shahar_cheti,23,892645.6371885082
55,6,markaz,13,741841.3180095316
113,2,shahar_cheti,33,1010009.1394025625
95,1,shahar_cheti,46,759859.4680451748
134,4,markaz,95,1517769.8976685107
128,3,shahar_cheti,21,973644.1252925834
168,4,shahar_cheti,28,1484104.7538751098
87,3,markaz,34,1110073.4837825485
70,3,qishloq,11,397741.3683120801
75,4,qishloq,85,416648.06309778744
41,6,markaz,93,548861.4666801404
89,6,qishloq,83,509013.382281969
154,2,shahar_cheti,65,1339811.5145470395
108,3,markaz,41,1198489.2812779322
189,2,shahar_cheti,8,1219662.550136359
82,2,shahar_cheti,76,546437.5658986303
101,6,markaz,98,1038919.9749416306
154,1,qishloq,79,841751.3468181586
94,1,shahar_cheti,52,791015.3611591132
116,2,qishloq,92,517931.30129694263
83,3,shahar_cheti,62,573887.7796242504
77,4,markaz,73,956226.1907072497
135,1,shahar_cheti,7,932481.1818953202
99,5,qishloq,50,466061.3485952538
106,5,markaz,20,1537386.3990271923
80,1,qishloq,49,354777.44649299904
123,1,markaz,48,1429401.9942987072
149,3,markaz,1,2006053.927702646
126,5,qishloq,31,717332.6909103969
196,6,qishloq,44,1007897.1409841806
160,6,qishloq,49,671964.311544619
33,4,markaz,39,365735.95118959417
80,5,shahar_cheti,95,568177.4833254332
183,5,markaz,98,2099381.4862212706
